Number,Question,Answer,Country,Details,Report
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)",No,Indonesia,,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Kenya,"The programme of work has not been formally initiated, but effective participation of women in all aspects of national life is now an accepted paradigm in the country...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Mexico,"En los proyectos implementados por INIFAP, la participaci¢n de la mujer es considerada como un factor importante en la selecci¢n y conservaci¢n del germoplasma y de las t‚cnicas empleadas...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Mozambique,All national policies give priority to and encourage the participation of women in all programmes.,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Nepal,Women involvement has been institutionalised in natural resource management through the formation of community forestry user groups...,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Niue,,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Pakistan,"The Pakistan Environment Policy 2005 and the Gender Policy as well as all sectoral policies invariably have a section for the involvement of women in all sectors of life including biodiversity conservation, forestry etc...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Panama,"Red de mujeres ind¡genas sobre biodiversidad; preparaci¢n del documento Plan de Desarrollo Ind¡gena, elaborado por A...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Philippines,The Programme of Work on the Implementation of Article 8j and Related Provisions of the Convention on Biological Diversity is still being reviewed by the concerned agencies in the country...,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Rwanda,La sensibilisation et la participation de la population en se focalisant sur les femmes et les jeunes est ÿ,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Samoa,,
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)",No,Solomon Islands,"Most programmes which are implemented by NGOs and government agencies at the local level takes account of elements of the POW but not at the national level, even though mechanisms at the national and provincial level have the potential to address the POW as well...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",South Africa,"South Africa has set targets for the participation of previously disadvantaged individuals, including women, the youth, and the disabled in all aspects of governance and the economy.",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","Yes, mechanisms are in place (please provide details below)",Thailand,"Gender is not a critical issue in Thai society. There are a number of women who are not only being very active, but also leading the communities and organizations at national, regional and local level...",
63,"Has your country developed mechanisms for promoting the full and effective participation of indigenous and local communities with specific provisions for the full, active and effective participation of women in all elements of the programme of work? (decision V/16, annex)","No, but relevant mechanisms are being developed",Uganda,"Involvement of women in decision making in all sectors and all levels is of high priority to government and as such considerations are being made in all new policies, laws and programmes.",
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?","No, but relevant work is under way",Argentina,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Bhutan,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Brazil,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Burundi,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Cambodia,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Cameroon,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Central African Republic,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Chile,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Colombia,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?","No, but relevant work is under way",Costa Rica,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?","No, but relevant work is under way",DR Congo,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Djibouti,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?","No, but relevant work is under way",El Salvador,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Ethiopia,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Guatemala,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Honduras,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,India,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Indonesia,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?","No, but relevant work is under way",Kenya,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Mexico,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?","No, but relevant work is under way",Mozambique,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,Nepal,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Niue,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Pakistan,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Panama,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Philippines,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Rwanda,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Samoa,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?","No, but relevant work is under way",Solomon Islands,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",No,South Africa,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Thailand,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Uganda,,
64,"Has your country established national, subregional and/or regional indigenous and local community biodiversity advisory committees?",Yes,Vanuatu,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,Yes (please provide details about the outcome of meetings),Argentina,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Bhutan,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Brazil,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Burundi,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Cambodia,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Cameroon,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Central African Republic,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Chile,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,Yes (please provide details about the outcome of meetings),Colombia,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Costa Rica,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,DR Congo,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Djibouti,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,El Salvador,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Ethiopia,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Guatemala,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Honduras,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,Yes (please provide details about the outcome of meetings),India,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Indonesia,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Kenya,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,Yes (please provide details about the outcome of meetings),Mexico,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Mozambique,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Nepal,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Niue,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Pakistan,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,Yes (please provide details about the outcome of meetings),Panama,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,Yes (please provide details about the outcome of meetings),Philippines,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Rwanda,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Samoa,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Solomon Islands,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,South Africa,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Thailand,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Uganda,,
65,Has your country assisted indigenous and local community organizations to hold regional meetings to discuss the outcomes of the decisions of the Conference of the Parties and to prepare for meetings under the Convention?,No,Vanuatu,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Argentina,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?",No,Bhutan,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Brazil,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Burundi,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?",No,Cambodia,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Cameroon,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Central African Republic,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Chile,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Colombia,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to a significant extent (please provide details below)",Costa Rica,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?",No,DR Congo,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?",No,Djibouti,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?",No,El Salvador,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to a significant extent (please provide details below)",Ethiopia,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Guatemala,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Honduras,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to a significant extent (please provide details below)",India,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?",No,Indonesia,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Kenya,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Mexico,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Mozambique,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Nepal,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?",No,Niue,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to a significant extent (please provide details below)",Pakistan,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to a significant extent (please provide details below)",Panama,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to a significant extent (please provide details below)",Philippines,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?",No,Rwanda,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Samoa,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Solomon Islands,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",South Africa,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to some extent (please provide details below)",Thailand,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to a significant extent (please provide details below)",Uganda,,
66,"Has your country supported, financially and otherwise, indigenous and local communities in formulating their own community development and biodiversity conservation plans that will enable such communities to adopt a culturally appropriate strategic, integrated and phased approach to their development needs in line with community goals and objectives?","Yes, to a significant extent (please provide details below)",Vanuatu,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Argentina,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)",No,Bhutan,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)",No,Brazil,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)",No,Burundi,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)",No,Cambodia,Support is provided only by NGOs to develop and manage products of small scale community based ecotourism but no support is provided for their participation in policy making or development planning for tourism development in general...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Cameroon,- La cr‚ation de comit‚s d?‚cotourisme villageois (… l?instar du mount Cameroon Tourism Board soutenu par le GTZ et le MINTOUR).,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","No, but relevant programmes are being considered",Central African Republic,"Des m‚canismes font partie des priorit‚s du Gouvernement de la RCA. Cependant, l?absence des moyens financiers ne permet pas toujours d?atteindre les objectifs fix‚s ou de r‚aliser les priorit‚s conform‚ment aux dispositions r‚glementaires...",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, comprehensive programmes are in place (please provide details below)",Chile,A trav‚s del Programa de Turismo Rural se ofrecen recursos y apoyo a la creaci¢n de capacidades en peque¤os agricultores y campesinos con posibilidades de iniciar proyectos de turismo rural que aprovechen condiciones especiales de belleza esc‚nica u otras en sus predios y su entorno ...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Colombia,"En el pa¡s de est n apoyando iniciativas puntuales de creaci¢n de capacidad y financieros en comunidades, que apuntan a garantizar su participaci¢n en la adopci¢n de pol¡ticas sobre turismo, planificaci¢n del desarrollo, desarrollo y gesti¢n de productos...",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Costa Rica,En el marco del turismo rural comunitario ambos grupos son prioridad en el programa de Peque¤as Donaciones del GEF (http//www...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)",No,DR Congo,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)",No,Djibouti,Les ressources financiŠres limit‚es du pays empˆchent pour l?instant ce type d?investissement pourtant n‚cessaire,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",El Salvador,"El Ministerio de Medio Ambiente y Recursos Naturales, en coordinaci¢n con el Programa de Peque¤as Donaciones (SGP) del PNUD, esta apoyando el desarrollo de proyectos ecotur¡sticos en las zonas de amortiguamiento de ANP, en el marco de los Objetivos de Desarrollo del Milenio y tomando en cuenta lo establecido en las Directrices de Turismo Sostenible del CBD...",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Ethiopia,"The Berga wetland is a breeding site for the rare and endangered bird, White-winged Flufftail (Sarothura ayresi)...",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Guatemala,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Honduras,Asociaciones ‚tnicas organizadas reciben apoyo de organismos internacionales para el desarrollo de sus productos tur¡sticos...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",India,The Policy & Guidelines for Ecotourism in India 1998 identify four cardinal principles which should be met in the developmental process itself...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Indonesia,Some capacity building programs have been conducted for for ecotourism for indigenous and local communities through training...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Kenya,Local communities involved in tourism business are major stakeholders when it comes to policy formulation in tourism industry...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Mexico,"En M‚xico 8 Dependencias de Gobierno Federal cuentan con diferentes mecanismos para otorgar apoyos (principalmente a fondo perdido) para diversos conceptos, concentr ndose b sicamente a la inversi¢n en infraestructura, por lo que en el Convenio General de Colaboraci¢n Interinstitucional para el Desarrollo del Ecoturismo y Turismo Rural en M‚xico se acord¢ÿ",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)",No,Mozambique,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Nepal,"The tourism for rural poverty alleviation programme (TRPAP) is under implementation with the assistance of UNDP, DFID, SNV and Nepal Tourism Board...",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)",No,Niue,,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Pakistan,"Many NGOs and Rural Support Programmes, GEF funded projects have worked at the grass root level for organization of communities in rural areas Such community organizations through awareness raising programmes are now in a position of decision making and running their businesses at their own...",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Panama,"""Proyecto Destino"" en el distrito de Soloy, Corregimiento de Besig¢ y actualmente se est n iniciando nuevas propuestas para financiar otros proyectos (modificaci¢n de conductas)...",
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","No, but relevant programmes are being considered",Philippines,IPs and local communities are consulted with regards to the use of ancestral domain for ecotourism as provided for in the IPRA Law...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","No, but relevant programmes are being considered",Rwanda,Les programmes visant … impliquer les communaut‚s locales dans les processus de gestion des aires prot‚g‚es ont ‚t‚ d‚velopp‚s dans la strat‚gie et le plan d?action de l?ORTPN pour la p‚riode 2004-2008...,
81,"Does your country provide indigenous and local communities with capacity-building and financial resources to support their participation in tourism policy-making, development planning, product development and management? (decision VII/14)","Yes, some programmes are in place (please provide details below)",Samoa,Working is proceeding under the Tourism Support Fund on the upgrading of attractions. The Visitors Bureau also encourages operators to apply to the European Union (EU) Microprojects Fund for assistance...,
